,a[mm],lpx[mm],lpy[mm],ls[mm],p[mm],wp[mm],ws[mm],ys0[mm],ys1[mm],ys2[mm],ys3[mm],ys4[mm],k0mm_ys0,k0mm_ys1,k0mm_ys2,k0mm_ys3,k0mm_ys4,k100mm_ys0,Lp0mm_ys0[nH],Lp0mm_ys1[nH],Lp0mm_ys2[nH],Lp0mm_ys3[nH],Lp0mm_ys4[nH],Ls0mm_ys0[nH],Ls0mm_ys1[nH],Ls0mm_ys2[nH],Ls0mm_ys3[nH],Ls0mm_ys4[nH],Lp100mm_ys0[nH],Ls100mm_ys0[nH],Bx_p0mm0deg[uT],By_p0mm0deg[uT],Bz_p0mm0deg[uT],Bx_p0mm90deg[uT],By_p0mm90deg[uT],Bz_p0mm90deg[uT],Bx_s0mm0deg[uT],By_s0mm0deg[uT],Bz_s0mm0deg[uT],Bx_s0mm90deg[uT],By_s0mm90deg[uT],Bz_s0mm90deg[uT],Bx_p100mm0deg[uT],By_p100mm0deg[uT],Bz_p100mm0deg[uT],Bx_p100mm90deg[uT],By_p100mm90deg[uT],Bz_p100mm90deg[uT],Bx_s100mm0deg[uT],By_s100mm0deg[uT],Bz_s100mm0deg[uT],Bx_s100mm90deg[uT],By_s100mm90deg[uT],Bz_s100mm90deg[uT]
0,151.769000807535,391.046535992021,505.081529689863,425.711311412271,87.9806675891019,83.5443766310133,81.9997999761952,1358.0019053165,1490.96302433601,1623.92414335552,1756.88526237502,1889.84638139453,0.3256470125955695,0.27197933693086296,0.160624421783924,0.0539980251259605,-0.013767628555668349,0.2856546392764565,1907.75236724195,1911.57997168432,1912.77589869768,1895.29839747796,1864.79994968661,1760.55145382772,1752.24118503574,1745.59923946553,1758.51543531565,1773.02123061354,1906.26370980267,1755.12156170268,-0.0158600276489262,0.00102537575768479,-0.05429899769985349,-5.42576265401113e-06,5.167111049459889e-09,8.82425640908057e-05,-3.41970836486919e-06,-1.9240246124221e-08,8.17208736303191e-05,-0.0025961700468460002,0.000544439705694945,0.0523648262550339,0.00588983812463586,0.000928072503639579,-0.08540820975236921,7.45126077593948e-07,1.2346915884143099e-07,8.994374843346209e-05,2.53828195927304e-06,1.1252084600425002e-07,8.35673966996823e-05,-0.027998816021285497,-0.0007430345401761741,0.06016852974104559
1,103.422491720581,649.244401906211,1062.64608533067,180.516307064345,93.2675582611172,68.8990942402536,104.851822270381,2066.32940529892,2253.8990072381,2441.46860917728,2629.03821111646,2816.60781305565,0.09367420226636924,0.09700311692621044,0.09623825308485885,0.034926315373866854,-0.016934957401406048,0.0928430369753297,4040.21979134332,4042.29527172401,4097.41832014438,4131.82545564661,4097.61452667335,580.553756493457,579.733819256722,580.493463995313,575.625959395769,579.603201919351,4062.23277777819,581.921830280962,-0.028193802212690095,0.0028126310480352506,-0.160970318951712,-9.31916855617936e-06,2.15205142706982e-07,0.000298963316235,-3.4636472356705e-08,6.390624974655919e-08,2.16727737162802e-05,-0.000547393489736573,-6.97377498973461e-05,0.012340947060854299,-0.0456644524360333,-0.0025395556310259396,-0.30083265095753103,-5.32616860481498e-06,5.915476025397261e-07,0.000309697908866271,1.9160935816141002e-06,3.6243946062673397e-08,2.21027604519983e-05,-0.00507968313340456,-5.05362538593664e-09,0.0155641174594703
2,190.846924732737,351.463246428192,1413.34625050219,345.650495388804,15.6844715257092,179.040956215148,222.573073683838,2965.00008728234,3236.1008977728,3507.20170826326,3778.30251875372,4049.40332924418,0.2888327995888145,0.29743873914908947,0.267476207721029,0.09550803392832319,-0.02471469278760935,0.258079251532104,3293.22128462615,3285.91164624203,3320.25482297949,3263.26949103933,3228.42789343646,1228.43042738886,1226.03304474701,1213.84304953844,1172.30326685271,1239.11180742661,3267.50097722688,1211.38705584163,-0.0378842646202915,-0.00027152322232185696,-0.142854053571892,-5.94771725483636e-06,1.48746142064772e-07,0.000281631389330714,-3.37758830633995e-06,4.501989838775209e-08,9.182611476490371e-05,0.0107434210957617,1.1656294974910002e-05,0.0620349119262175,-0.00293742022003115,0.000120517515605066,-0.22300733934742997,6.3567599533037e-06,1.0668124541335801e-07,0.000290920638180753,3.1145522606548e-06,2.65343962057865e-07,9.04849402162454e-05,-0.008064339044342141,-0.000556298272795104,0.0790745965235904
3,7.60177226992795,118.69214140381,1550.59093209534,274.048787625467,183.185816155881,53.7968403690239,176.560172033672,2658.76785976131,2890.83960645245,3122.91135314359,3354.98309983473,3587.05484652587,0.09173722911773671,0.0932126555222879,0.09527309282418735,0.062121784771921096,0.005330369066092065,0.07526773989661664,2647.49796609108,2649.58506734926,2643.76531894474,2642.99706139151,2640.18503079647,907.704967398286,906.814929978077,900.491186179736,896.411721681888,902.71876885272,2648.61382688136,902.201152895203,-0.030792691316843396,0.000131903316957557,-0.0256646608821605,-1.1148049593823401e-05,6.11861181669422e-08,7.993162386782691e-05,-7.1685295385783205e-06,6.31726333041483e-08,4.45460729019394e-05,0.0125705323977147,-0.00015522087902304098,0.027742265193418505,-0.0285734858610821,-0.0004421217116128079,-0.0332236310466087,-6.7337238331297315e-06,6.21699208115163e-08,8.42893162405266e-05,-6.26068229575973e-06,5.82706690484272e-09,4.5499310654153205e-05,0.013272903652412701,-1.9944308861972803e-05,0.0264129095550031
4,169.289323379741,156.308498528536,664.727177261674,360.355988780512,9.41766246745508,87.2252134012423,148.67110352067,1563.15010862255,1711.54684778394,1859.94358694533,2008.34032610672,2156.7370652681,0.2512332950677415,0.22267995116929,0.145596148679747,0.054837850120328,-0.00557833769024739,0.21894736657132746,1453.85470552487,1456.47974433593,1451.46756331812,1441.01260208357,1428.59500438388,1312.32748682524,1309.09369663273,1303.82716359825,1316.17115020456,1332.58091663612,1449.23482448056,1314.61554063762,-0.025546734794626803,-0.0004902358440189611,-0.025496077507899104,-5.237937902534269e-06,3.62724968911269e-08,4.9690727378507896e-05,-5.52719028784439e-06,-9.874350991840649e-08,6.85036011333932e-05,0.0207846512546129,7.408512214357159e-05,0.0411727855320179,-0.014060429510264599,-0.000132358683048698,-0.036729743644853305,-4.26296987012932e-07,-3.9274665919595e-09,5.06155169141218e-05,-5.26525485406178e-07,7.36898055776822e-08,7.05971840885457e-05,0.0074845908632257905,0.00037428349193474,0.0481970688005042
5,122.359025100667,372.208331076585,423.477094020546,257.155215020545,104.810778288576,255.891109329548,157.550362968645,1624.4722428446,1785.07076049079,1945.66927813699,2106.26779578318,2266.86631342937,0.35112305087920603,0.2833622588731645,0.1283727081183635,0.0017689005668896454,-0.0297444240519123,0.319284642473883,1317.12786825372,1334.93045023137,1354.11558684731,1354.46339009151,1320.54656331042,869.500041127602,851.161743085813,815.719385750791,842.992773151491,865.992509482107,1321.50969086463,859.867786328315,-0.007164875298471931,0.000171309448396615,-0.0876691765596139,-2.7568470527164798e-06,-3.97606566876847e-08,0.000112835319276433,7.92175972265617e-09,-1.3404862466003799e-08,4.82398765433209e-05,-0.006062844934035429,-0.000387924676295599,0.0330510082830855,-0.0072856796620591,-0.000905746491352792,-0.155522163556196,3.51335268202125e-06,-7.50100861349766e-08,0.000111729733657214,4.3054375823307304e-06,1.4608654476790901e-08,4.56667719770267e-05,-0.0150108630381703,-0.000114912940013213,0.047199984979786294
6,156.346964398323,411.933529259111,72.5596017077148,396.372137645047,129.996782032274,56.4613947860468,73.9251413469895,692.68360035561,771.205238119201,849.726875882792,928.248513646383,1006.77015140997,0.1336619936313035,0.124801082383037,0.09488290331031415,0.047678593953496454,0.00712483241197432,0.115612004631977,744.717634784694,744.915069622765,745.11349496697,743.782656582094,744.824298522159,1609.71060835396,1613.36908498632,1625.64867412704,1636.41539883048,1639.16215724816,744.460509735377,1609.0529760398,0.0041031581966361206,8.85886450482695e-05,-0.011678212173508602,-2.2545344143061e-07,-1.03063972101517e-07,1.23751826256863e-05,-2.95014272451838e-06,-1.64506159724092e-07,5.71992999891576e-05,-0.0209807431432342,-0.000400175682488113,0.0437219544738703,0.0112058120625766,0.000167304804288439,-0.0206688689600666,1.93988124732957e-06,-1.0334081790219197e-07,1.08980586618807e-05,2.64769218339505e-06,-2.3255616654951696e-08,5.841144392210489e-05,-0.049270890428125796,-6.54170369493678e-05,0.0592205685138495
7,19.4036170848775,248.802472084256,1877.56306028467,105.450277020898,112.463934769743,164.142985821621,215.457906927316,3377.97322392055,3672.61324902898,3967.25327413741,4261.89329924583,4556.53332435426,0.09921054314943574,0.1003696371888215,0.105300865989615,0.08095975838499896,-0.004882809725514236,0.08138200350648331,3292.14259308704,3289.99882880237,3286.70466569307,3315.03861653063,3320.69082552105,286.426414692577,286.824220660036,286.391086556255,285.78657677026,284.252913782614,3303.73804186867,283.718328906491,-0.046177541176395,4.12925740978072e-06,-0.0716048705112901,-1.34808321251966e-05,2.682039950641e-07,0.000260683285654493,-4.23309608860161e-06,-3.87852211661586e-08,1.0360402767851e-05,0.0047891393265826,2.2035640948654398e-06,0.007288999630879399,-0.0362338228693661,0.000770538679574016,-0.10740596398587401,-5.927092388262691e-06,1.1564754433895097e-07,0.000276014590192933,-2.34146092067188e-06,1.183413367793e-07,9.0469325729201e-06,0.00289821920082092,-0.00011279164567416202,0.008198474623066299
8,35.0822233416284,280.076631701645,1538.37646350285,150.828013871454,88.3003990872341,139.502485795663,197.038051205558,2814.78575551393,3061.76654062201,3308.74732573009,3555.72811083818,3802.70889594626,0.1317599801262775,0.13440810754385252,0.1401838772394885,0.092889114037385,-0.0038618532858726747,0.10905604114130299,3084.25855572724,3081.33477359994,3082.31562831792,3106.42910663285,3098.64050373807,441.658858945621,442.111255211007,442.870844811068,438.052352186738,442.069535452771,3084.00244123603,439.486084569958,-0.048183882905828,-0.00036518347870772097,-0.0699871711254067,-1.24556359871489e-05,2.2898012876657102e-08,0.00022113947570937402,-4.4570420586930506e-06,-1.8730108953718998e-08,1.8817694820210698e-05,0.00660377132422345,-3.57706751578514e-05,0.0116087628841103,-0.0360173818326129,0.000627904534429529,-0.10637344889663801,-5.07325714764656e-06,-9.528667622145081e-08,0.00023292566213774102,-1.14286599543535e-06,9.43889572944117e-08,1.8901278023441303e-05,0.0029963977169241997,-0.00010419107393227501,0.014056418810566202
9,17.521128384846,70.8430412930107,902.893371655382,266.052249631455,99.3375710824436,186.05146297103,215.429211779083,1953.84854276278,2130.02055844398,2306.19257412518,2482.36458980638,2658.53660548757,0.219784429893961,0.211117593424325,0.1609585650172045,0.065483361839046,-0.003163340791221925,0.1859679094595385,1123.69554505098,1129.61966202755,1128.94049780638,1120.90911980594,1119.87434692209,834.157479381901,832.919977021439,822.997232134443,823.048470084722,862.470414858884,1113.8770500714,834.053727739996,-0.030412607935661695,0.000395952181560756,-0.026486852646788097,-9.846566073315039e-06,-5.43402936629485e-08,6.01236239691779e-05,-6.718177190222951e-06,1.79024866609931e-08,4.67591655221538e-05,0.0110435160890126,4.4107701275817e-05,0.028794662187563,-0.025399069744552003,1.4785716689652801e-05,-0.0366493458753719,-3.87089700767457e-06,-1.40315351988642e-07,6.13840267849306e-05,-3.4832752459516102e-06,3.14267358923918e-08,4.79721034559597e-05,0.0038658744498474896,-4.41824572660811e-05,0.031523998261341904
